type,event_type,startedAt,duration,cause,cpu_user,cpu_kernel,cpu_wallClock,heap_occupancy_before_coll,heap_occupancy_after_coll,heap_size_before_coll,heap_size_after_coll,perm_or_meta_occupancy_before_coll,perm_or_meta_occupancy_after_coll,perm_or_meta_size_before_coll,perm_or_meta_size_after_coll
Young,PauseEvent,2023-07-19T02:59:46.264+02:00@2218591.777,0.005617,G1_EVACUATION_PAUSE,0.02,0.0,0.01,716800,165888,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T02:59:54.610+02:00@2218600.123,0.004742,G1_EVACUATION_PAUSE,0.01,0.0,0.0,715776,165888,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:00:02.950+02:00@2218608.464,0.00562,G1_EVACUATION_PAUSE,0.01,0.0,0.0,716800,165888,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:00:11.640+02:00@2218617.153,0.006116,G1_EVACUATION_PAUSE,0.01,0.0,0.0,715776,165888,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:00:20.036+02:00@2218625.549,0.005372,G1_EVACUATION_PAUSE,0.01,0.0,0.01,726016,165888,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:00:28.363+02:00@2218633.876,0.005377,G1_EVACUATION_PAUSE,0.01,0.0,0.0,715776,166912,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:00:36.826+02:00@2218642.339,0.0048460000000000005,G1_EVACUATION_PAUSE,0.01,0.01,0.01,716800,165888,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:00:45.539+02:00@2218651.052,0.004923,G1_EVACUATION_PAUSE,0.01,0.0,0.0,719872,166912,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:00:54.361+02:00@2218659.874,0.006567999999999999,G1_EVACUATION_PAUSE,0.01,0.0,0.0,722944,166912,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:01:03.106+02:00@2218668.619,0.007111,G1_EVACUATION_PAUSE,0.01,0.0,0.01,716800,166912,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:01:11.677+02:00@2218677.190,0.005983,G1_EVACUATION_PAUSE,0.01,0.0,0.0,722944,166912,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:01:19.500+02:00@2218685.014,0.005948999999999999,G1_EVACUATION_PAUSE,0.01,0.01,0.0,719872,166912,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:01:27.295+02:00@2218692.808,0.005343,G1_EVACUATION_PAUSE,0.01,0.0,0.01,716800,167936,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:01:34.654+02:00@2218700.168,0.0054009999999999996,G1_EVACUATION_PAUSE,0.01,0.0,0.01,717824,166912,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:01:41.477+02:00@2218706.991,0.005038,G1_EVACUATION_PAUSE,0.01,0.0,0.0,719872,166912,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:01:48.460+02:00@2218713.973,0.00518,G1_EVACUATION_PAUSE,0.01,0.0,0.0,720896,167936,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:01:55.521+02:00@2218721.035,0.005116,G1_EVACUATION_PAUSE,0.01,0.0,0.0,717824,167936,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:02:02.836+02:00@2218728.349,0.0050880000000000005,G1_EVACUATION_PAUSE,0.01,0.0,0.01,717824,167936,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:02:10.341+02:00@2218735.854,0.00561,G1_EVACUATION_PAUSE,0.01,0.0,0.0,718848,167936,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:02:17.154+02:00@2218742.668,0.005205,G1_EVACUATION_PAUSE,0.01,0.0,0.01,717824,167936,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:02:23.475+02:00@2218748.988,0.005051,G1_EVACUATION_PAUSE,0.0,0.0,0.01,718848,167936,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:02:30.854+02:00@2218756.368,0.0053609999999999994,G1_EVACUATION_PAUSE,0.01,0.0,0.01,717824,167936,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:02:38.215+02:00@2218763.729,0.005298,G1_EVACUATION_PAUSE,0.01,0.0,0.01,718848,167936,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:02:45.528+02:00@2218771.041,0.005266,G1_EVACUATION_PAUSE,0.01,0.0,0.01,717824,167936,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:02:52.596+02:00@2218778.109,0.005228,G1_EVACUATION_PAUSE,0.01,0.0,0.01,724992,168960,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:02:59.706+02:00@2218785.219,0.00495,G1_EVACUATION_PAUSE,0.01,0.0,0.01,719872,168960,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:03:06.931+02:00@2218792.444,0.005655,G1_EVACUATION_PAUSE,0.01,0.0,0.0,721920,168960,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:03:14.166+02:00@2218799.680,0.005605000000000001,G1_EVACUATION_PAUSE,0.01,0.0,0.01,728064,168960,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:03:21.616+02:00@2218807.129,0.0053170000000000005,G1_EVACUATION_PAUSE,0.0,0.0,0.01,718848,168960,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:03:28.613+02:00@2218814.127,0.004942,G1_EVACUATION_PAUSE,0.01,0.0,0.01,718848,168960,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:03:35.547+02:00@2218821.060,0.005575,G1_EVACUATION_PAUSE,0.01,0.0,0.01,722944,168960,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:03:42.747+02:00@2218828.260,0.004872,G1_EVACUATION_PAUSE,0.01,0.0,0.01,719872,168960,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:03:50.382+02:00@2218835.895,0.005123,G1_EVACUATION_PAUSE,0.01,0.0,0.0,719872,168960,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:03:57.791+02:00@2218843.304,0.004940000000000001,G1_EVACUATION_PAUSE,0.01,0.0,0.0,726016,168960,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:04:05.122+02:00@2218850.635,0.007113,G1_EVACUATION_PAUSE,0.01,0.0,0.01,719872,169984,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:04:12.389+02:00@2218857.902,0.006021,G1_EVACUATION_PAUSE,0.01,0.0,0.0,720896,169984,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:04:19.232+02:00@2218864.745,0.006243,G1_EVACUATION_PAUSE,0.01,0.0,0.01,720896,169984,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:04:26.276+02:00@2218871.790,0.006044,G1_EVACUATION_PAUSE,0.0,0.0,0.0,720896,169984,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:04:33.224+02:00@2218878.738,0.005874,G1_EVACUATION_PAUSE,0.01,0.0,0.01,723968,169984,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:04:40.765+02:00@2218886.278,0.005412,G1_EVACUATION_PAUSE,0.01,0.0,0.01,727040,169984,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:04:48.186+02:00@2218893.700,0.0058189999999999995,G1_EVACUATION_PAUSE,0.02,0.0,0.01,723968,169984,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:04:55.544+02:00@2218901.057,0.005452,G1_EVACUATION_PAUSE,0.01,0.0,0.01,719872,169984,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:05:02.054+02:00@2218907.568,0.0058579999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.01,720896,169984,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:05:08.819+02:00@2218914.332,0.005759,G1_EVACUATION_PAUSE,0.01,0.0,0.0,720896,169984,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:05:15.868+02:00@2218921.381,0.005851,G1_EVACUATION_PAUSE,0.01,0.0,0.01,720896,169984,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:05:23.293+02:00@2218928.806,0.005492,G1_EVACUATION_PAUSE,0.01,0.0,0.01,739328,171008,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:05:30.248+02:00@2218935.761,0.005356,G1_EVACUATION_PAUSE,0.01,0.0,0.01,749568,171008,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:05:36.670+02:00@2218942.183,0.006173,G1_EVACUATION_PAUSE,0.01,0.0,0.0,731136,171008,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:05:44.030+02:00@2218949.543,0.006068,G1_EVACUATION_PAUSE,0.01,0.01,0.0,721920,171008,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:05:51.425+02:00@2218956.939,0.006788000000000001,G1_EVACUATION_PAUSE,0.01,0.0,0.01,721920,171008,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:05:58.738+02:00@2218964.251,0.005322,G1_EVACUATION_PAUSE,0.01,0.0,0.0,721920,171008,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:06:06.076+02:00@2218971.589,0.005213,G1_EVACUATION_PAUSE,0.01,0.0,0.01,721920,171008,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:06:12.935+02:00@2218978.449,0.005058,G1_EVACUATION_PAUSE,0.0,0.0,0.01,749568,171008,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:06:19.890+02:00@2218985.403,0.006509,G1_EVACUATION_PAUSE,0.01,0.0,0.01,721920,171008,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:06:27.331+02:00@2218992.844,0.005752,G1_EVACUATION_PAUSE,0.01,0.0,0.01,721920,172032,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:06:34.633+02:00@2219000.146,0.005766,G1_EVACUATION_PAUSE,0.01,0.01,0.01,722944,172032,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:06:42.084+02:00@2219007.597,0.005868,G1_EVACUATION_PAUSE,0.01,0.0,0.01,722944,172032,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:06:49.002+02:00@2219014.515,0.005966999999999999,G1_EVACUATION_PAUSE,0.01,0.01,0.0,726016,172032,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:06:55.779+02:00@2219021.292,0.006091,G1_EVACUATION_PAUSE,0.01,0.01,0.0,722944,172032,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:07:02.745+02:00@2219028.258,0.0063289999999999996,G1_EVACUATION_PAUSE,0.01,0.0,0.01,726016,172032,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:07:10.014+02:00@2219035.527,0.0056159999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.01,722944,172032,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:07:16.800+02:00@2219042.314,0.005887,G1_EVACUATION_PAUSE,0.01,0.0,0.0,722944,172032,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:07:23.697+02:00@2219049.210,0.00595,G1_EVACUATION_PAUSE,0.01,0.0,0.0,722944,173056,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:07:30.913+02:00@2219056.426,0.005375,G1_EVACUATION_PAUSE,0.01,0.0,0.01,722944,172032,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:07:38.097+02:00@2219063.610,0.005098,G1_EVACUATION_PAUSE,0.01,0.0,0.0,722944,172032,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:07:44.879+02:00@2219070.392,0.004716000000000001,G1_EVACUATION_PAUSE,0.01,0.0,0.0,722944,173056,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:07:51.986+02:00@2219077.499,0.0048579999999999995,G1_EVACUATION_PAUSE,0.0,0.0,0.01,733184,173056,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:07:59.429+02:00@2219084.942,0.004974,G1_EVACUATION_PAUSE,0.01,0.0,0.0,723968,173056,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:08:06.206+02:00@2219091.719,0.004694,G1_EVACUATION_PAUSE,0.01,0.0,0.01,723968,173056,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:08:13.301+02:00@2219098.814,0.005205,G1_EVACUATION_PAUSE,0.01,0.01,0.0,727040,173056,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:08:20.382+02:00@2219105.896,0.00509,G1_EVACUATION_PAUSE,0.01,0.0,0.0,723968,173056,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:08:27.268+02:00@2219112.782,0.004984,G1_EVACUATION_PAUSE,0.01,0.0,0.01,723968,173056,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:08:34.284+02:00@2219119.797,0.005203,G1_EVACUATION_PAUSE,0.01,0.0,0.01,723968,173056,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:08:41.540+02:00@2219127.054,0.005163999999999999,G1_EVACUATION_PAUSE,0.01,0.0,0.0,723968,173056,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:08:48.777+02:00@2219134.290,0.004883,G1_EVACUATION_PAUSE,0.01,0.0,0.0,723968,174080,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:08:56.133+02:00@2219141.646,0.005243,G1_EVACUATION_PAUSE,0.0,0.0,0.01,724992,174080,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:09:03.458+02:00@2219148.971,0.005182,G1_EVACUATION_PAUSE,0.01,0.0,0.0,723968,174080,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:09:10.788+02:00@2219156.301,0.004696,G1_EVACUATION_PAUSE,0.0,0.0,0.01,724992,174080,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:09:18.228+02:00@2219163.741,0.0051340000000000005,G1_EVACUATION_PAUSE,0.01,0.0,0.01,724992,174080,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:09:25.227+02:00@2219170.740,0.0056749999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.01,724992,174080,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:09:32.409+02:00@2219177.923,0.005148,G1_EVACUATION_PAUSE,0.01,0.0,0.0,724992,174080,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:09:39.309+02:00@2219184.823,0.0055119999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.0,734208,174080,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:09:46.626+02:00@2219192.139,0.005496,G1_EVACUATION_PAUSE,0.01,0.0,0.01,724992,175104,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:09:54.165+02:00@2219199.679,0.005690000000000001,G1_EVACUATION_PAUSE,0.01,0.01,0.01,724992,175104,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:10:01.464+02:00@2219206.977,0.005503999999999999,G1_EVACUATION_PAUSE,0.01,0.01,0.01,724992,175104,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:10:08.648+02:00@2219214.161,0.005535999999999999,G1_EVACUATION_PAUSE,0.01,0.01,0.01,728064,175104,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:10:15.637+02:00@2219221.150,0.0057859999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.0,724992,175104,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:10:23.001+02:00@2219228.515,0.005483,G1_EVACUATION_PAUSE,0.01,0.0,0.0,734208,175104,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:10:30.041+02:00@2219235.554,0.005293999999999999,G1_EVACUATION_PAUSE,0.01,0.0,0.0,729088,175104,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:10:37.272+02:00@2219242.785,0.005463,G1_EVACUATION_PAUSE,0.01,0.0,0.01,726016,175104,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:10:44.470+02:00@2219249.983,0.005415,G1_EVACUATION_PAUSE,0.01,0.0,0.0,724992,175104,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:10:51.538+02:00@2219257.051,0.005333999999999999,G1_EVACUATION_PAUSE,0.0,0.0,0.0,724992,175104,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:10:58.493+02:00@2219264.006,0.005730000000000001,G1_EVACUATION_PAUSE,0.01,0.0,0.01,724992,176128,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:11:04.990+02:00@2219270.503,0.005036,G1_EVACUATION_PAUSE,0.01,0.0,0.0,735232,175104,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:11:11.727+02:00@2219277.240,0.006535999999999999,G1_EVACUATION_PAUSE,0.01,0.0,0.01,726016,175104,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:11:18.341+02:00@2219283.854,0.005246000000000001,G1_EVACUATION_PAUSE,0.01,0.01,0.0,726016,176128,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:11:24.920+02:00@2219290.434,0.005208999999999999,G1_EVACUATION_PAUSE,0.0,0.0,0.0,726016,176128,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:11:31.090+02:00@2219296.603,0.005494,G1_EVACUATION_PAUSE,0.01,0.0,0.0,727040,176128,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:11:37.105+02:00@2219302.618,0.005,G1_EVACUATION_PAUSE,0.01,0.0,0.01,727040,176128,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:11:43.375+02:00@2219308.888,0.005029,G1_EVACUATION_PAUSE,0.01,0.0,0.01,736256,176128,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:11:49.378+02:00@2219314.892,0.004925,G1_EVACUATION_PAUSE,0.0,0.0,0.0,727040,176128,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:11:55.562+02:00@2219321.075,0.005176999999999999,G1_EVACUATION_PAUSE,0.01,0.0,0.0,736256,176128,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:12:01.822+02:00@2219327.336,0.004755,G1_EVACUATION_PAUSE,0.01,0.0,0.0,727040,176128,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:12:07.946+02:00@2219333.459,0.005315,G1_EVACUATION_PAUSE,0.01,0.0,0.01,727040,177152,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:12:14.074+02:00@2219339.587,0.0054329999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.01,728064,177152,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:12:20.502+02:00@2219346.015,0.0052699999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.0,728064,177152,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:12:26.310+02:00@2219351.823,0.004607999999999999,G1_EVACUATION_PAUSE,0.01,0.0,0.0,728064,177152,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:12:32.354+02:00@2219357.867,0.005194,G1_EVACUATION_PAUSE,0.01,0.01,0.01,728064,177152,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:12:38.606+02:00@2219364.119,0.005283,G1_EVACUATION_PAUSE,0.01,0.0,0.01,728064,177152,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:12:44.618+02:00@2219370.131,0.004692999999999999,G1_EVACUATION_PAUSE,0.01,0.0,0.0,727040,177152,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:12:50.813+02:00@2219376.327,0.004909,G1_EVACUATION_PAUSE,0.0,0.0,0.01,737280,177152,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:12:56.977+02:00@2219382.490,0.004998,G1_EVACUATION_PAUSE,0.01,0.0,0.0,731136,177152,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:13:02.791+02:00@2219388.304,0.004737,G1_EVACUATION_PAUSE,0.01,0.0,0.0,728064,177152,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:13:08.709+02:00@2219394.222,0.004602,G1_EVACUATION_PAUSE,0.01,0.0,0.0,728064,177152,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:13:14.997+02:00@2219400.510,0.004934999999999999,G1_EVACUATION_PAUSE,0.01,0.0,0.0,731136,177152,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:13:20.848+02:00@2219406.361,0.004614,G1_EVACUATION_PAUSE,0.01,0.0,0.01,737280,177152,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:13:26.961+02:00@2219412.474,0.004628,G1_EVACUATION_PAUSE,0.01,0.0,0.0,728064,178176,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:13:33.276+02:00@2219418.790,0.004657,G1_EVACUATION_PAUSE,0.0,0.0,0.01,729088,178176,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:13:39.355+02:00@2219424.869,0.004959,G1_EVACUATION_PAUSE,0.0,0.01,0.01,729088,178176,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:13:45.342+02:00@2219430.856,0.005067,G1_EVACUATION_PAUSE,0.01,0.0,0.0,738304,178176,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:13:51.604+02:00@2219437.117,0.005078,G1_EVACUATION_PAUSE,0.01,0.0,0.01,729088,178176,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:13:57.877+02:00@2219443.390,0.004864,G1_EVACUATION_PAUSE,0.01,0.0,0.0,729088,178176,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:14:03.913+02:00@2219449.426,0.004941,G1_EVACUATION_PAUSE,0.01,0.0,0.01,729088,178176,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:14:09.633+02:00@2219455.147,0.004817,G1_EVACUATION_PAUSE,0.01,0.0,0.01,729088,178176,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:14:15.799+02:00@2219461.313,0.0053890000000000006,G1_EVACUATION_PAUSE,0.01,0.0,0.0,729088,178176,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:14:21.654+02:00@2219467.167,0.004945000000000001,G1_EVACUATION_PAUSE,0.01,0.01,0.01,735232,178176,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:14:27.805+02:00@2219473.319,0.004726,G1_EVACUATION_PAUSE,0.01,0.01,0.01,732160,178176,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:14:33.991+02:00@2219479.505,0.004681,G1_EVACUATION_PAUSE,0.0,0.01,0.0,741376,178176,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:14:39.882+02:00@2219485.395,0.005144999999999999,G1_EVACUATION_PAUSE,0.01,0.01,0.0,738304,178176,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:14:46.168+02:00@2219491.681,0.004924,G1_EVACUATION_PAUSE,0.01,0.0,0.01,729088,179200,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:14:51.737+02:00@2219497.250,0.005193,G1_EVACUATION_PAUSE,0.01,0.0,0.0,733184,179200,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:14:57.557+02:00@2219503.071,0.005041,G1_EVACUATION_PAUSE,0.01,0.0,0.0,760832,179200,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:15:03.427+02:00@2219508.940,0.005143,G1_EVACUATION_PAUSE,0.01,0.0,0.01,730112,179200,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:15:09.722+02:00@2219515.235,0.005013,G1_EVACUATION_PAUSE,0.01,0.0,0.0,730112,179200,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:15:15.846+02:00@2219521.359,0.004997,G1_EVACUATION_PAUSE,0.01,0.0,0.01,733184,179200,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:15:21.556+02:00@2219527.070,0.004882,G1_EVACUATION_PAUSE,0.0,0.0,0.0,730112,179200,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:15:27.914+02:00@2219533.427,0.00509,G1_EVACUATION_PAUSE,0.01,0.0,0.01,730112,180224,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:15:34.095+02:00@2219539.608,0.005739,G1_EVACUATION_PAUSE,0.01,0.0,0.01,731136,180224,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:15:39.893+02:00@2219545.406,0.005102000000000001,G1_EVACUATION_PAUSE,0.01,0.0,0.01,731136,180224,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:15:46.018+02:00@2219551.532,0.0055179999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.0,731136,180224,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:15:52.555+02:00@2219558.069,0.006026,G1_EVACUATION_PAUSE,0.01,0.0,0.01,731136,180224,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:15:58.318+02:00@2219563.832,0.005431,G1_EVACUATION_PAUSE,0.01,0.01,0.0,737280,180224,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:16:04.687+02:00@2219570.200,0.005116,G1_EVACUATION_PAUSE,0.01,0.0,0.01,731136,180224,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:16:11.065+02:00@2219576.579,0.005023,G1_EVACUATION_PAUSE,0.01,0.0,0.01,731136,180224,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:16:16.891+02:00@2219582.404,0.0049050000000000005,G1_EVACUATION_PAUSE,0.0,0.0,0.0,737280,180224,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:16:23.034+02:00@2219588.547,0.005068,G1_EVACUATION_PAUSE,0.01,0.0,0.01,740352,180224,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:16:29.077+02:00@2219594.590,0.005391,G1_EVACUATION_PAUSE,0.0,0.01,0.0,731136,181248,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T03:16:35.432+02:00@2219600.945,0.005214000000000001,G1_EVACUATION_PAUSE,0.01,0.0,0.01,731136,181248,921600,921600,111847,111847,112576,112576
