type,event_type,startedAt,duration,cause,cpu_user,cpu_kernel,cpu_wallClock,heap_occupancy_before_coll,heap_occupancy_after_coll,heap_size_before_coll,heap_size_after_coll,perm_or_meta_occupancy_before_coll,perm_or_meta_occupancy_after_coll,perm_or_meta_size_before_coll,perm_or_meta_size_after_coll
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:11:24.455+02:00@2244489.968,0.005627,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,569344,204800,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:11:24.461+02:00@2244489.974,0.001606,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:11:24.461+02:00@2244489.974,0.001585,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:11:26.525+02:00@2244492.039,0.005012,G1_HUMONGOUS_ALLOCATION,0.0,0.0,0.01,537600,205824,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:11:26.530+02:00@2244492.044,0.001535,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:11:26.530+02:00@2244492.044,0.0015129999999999998,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
Young,PauseEvent,2023-07-19T10:11:30.849+02:00@2244496.363,0.004239,G1_EVACUATION_PAUSE,0.01,0.0,0.0,776192,204800,921600,921600,111847,111847,112576,112576
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:11:35.487+02:00@2244501.000,0.004875,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,731136,205824,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:11:35.492+02:00@2244501.005,0.001167,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:11:35.492+02:00@2244501.005,0.001149,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:11:36.953+02:00@2244502.466,0.005263,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,425984,206848,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:11:36.958+02:00@2244502.472,0.001536,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:11:36.958+02:00@2244502.472,0.001511,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:11:38.606+02:00@2244504.119,0.005852,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,437248,207872,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:11:38.612+02:00@2244504.125,0.001268,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:11:38.612+02:00@2244504.125,0.001236,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:11:39.506+02:00@2244505.019,0.006715,G1_HUMONGOUS_ALLOCATION,0.02,0.0,0.01,373760,206848,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:11:39.513+02:00@2244505.026,0.001756,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:11:39.513+02:00@2244505.026,0.001727,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
Young,PauseEvent,2023-07-19T10:11:43.680+02:00@2244509.193,0.007847,G1_EVACUATION_PAUSE,0.01,0.01,0.0,777216,205824,921600,921600,111847,111847,112576,112576
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:11:45.323+02:00@2244510.836,0.005284,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.0,384000,205824,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:11:45.328+02:00@2244510.841,0.001797,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:11:45.328+02:00@2244510.841,0.00177,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
Young,PauseEvent,2023-07-19T10:11:49.375+02:00@2244514.888,0.005432,G1_EVACUATION_PAUSE,0.0,0.0,0.01,765952,205824,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T10:11:53.189+02:00@2244518.702,0.005824,G1_EVACUATION_PAUSE,0.01,0.0,0.0,772096,205824,921600,921600,111847,111847,112576,112576
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:11:57.425+02:00@2244522.939,0.006583,G1_HUMONGOUS_ALLOCATION,0.01,0.01,0.01,735232,205824,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:11:57.432+02:00@2244522.945,0.001865,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:11:57.432+02:00@2244522.945,0.0018340000000000001,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
Young,PauseEvent,2023-07-19T10:12:02.589+02:00@2244528.102,0.004906,G1_EVACUATION_PAUSE,0.01,0.0,0.0,772096,205824,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T10:12:06.731+02:00@2244532.244,0.005019,G1_EVACUATION_PAUSE,0.01,0.01,0.0,762880,205824,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T10:12:11.551+02:00@2244537.065,0.0053419999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.01,765952,205824,921600,921600,111847,111847,112576,112576
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:12:13.763+02:00@2244539.276,0.005016,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.0,466944,206848,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:12:13.768+02:00@2244539.281,0.001537,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:12:13.768+02:00@2244539.281,0.001489,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:12:14.998+02:00@2244540.512,0.005158,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.0,363520,207872,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:12:15.004+02:00@2244540.517,0.001212,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:12:15.004+02:00@2244540.517,0.001171,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:12:19.724+02:00@2244545.237,0.006706999999999999,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,706560,205824,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:12:19.731+02:00@2244545.244,0.001428,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:12:19.731+02:00@2244545.244,0.0013859999999999999,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:12:23.071+02:00@2244548.584,0.004976,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.0,599040,206848,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:12:23.076+02:00@2244548.589,0.001413,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:12:23.076+02:00@2244548.589,0.001379,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:12:23.903+02:00@2244549.416,0.005397,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,344064,205824,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:12:23.908+02:00@2244549.422,0.001611,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:12:23.908+02:00@2244549.422,0.001585,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:12:27.240+02:00@2244552.753,0.005852,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.0,618496,206848,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:12:27.245+02:00@2244552.759,0.0011330000000000001,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:12:27.245+02:00@2244552.759,0.0011120000000000001,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:12:27.816+02:00@2244553.329,0.005831,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,342016,205824,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:12:27.822+02:00@2244553.335,0.00117,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:12:27.822+02:00@2244553.335,0.00115,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:12:31.239+02:00@2244556.752,0.005678,G1_HUMONGOUS_ALLOCATION,0.02,0.0,0.0,624640,206848,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:12:31.245+02:00@2244556.758,0.0016419999999999998,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:12:31.245+02:00@2244556.758,0.001619,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
Young,PauseEvent,2023-07-19T10:12:35.868+02:00@2244561.381,0.005019,G1_EVACUATION_PAUSE,0.01,0.0,0.01,770048,205824,921600,921600,111847,111847,112576,112576
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:12:38.565+02:00@2244564.078,0.006114,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,606208,207872,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:12:38.571+02:00@2244564.084,0.003269,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:12:38.571+02:00@2244564.084,0.0032389999999999997,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:12:39.499+02:00@2244565.013,0.005168,G1_HUMONGOUS_ALLOCATION,0.01,0.01,0.0,316416,208896,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:12:39.505+02:00@2244565.018,0.001668,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:12:39.505+02:00@2244565.018,0.001641,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:12:41.662+02:00@2244567.175,0.005324,G1_HUMONGOUS_ALLOCATION,0.0,0.01,0.0,462848,207872,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:12:41.667+02:00@2244567.180,0.0012629999999999998,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:12:41.667+02:00@2244567.180,0.001239,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:12:44.356+02:00@2244569.869,0.006103,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,580608,206848,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:12:44.362+02:00@2244569.876,0.00145,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:12:44.362+02:00@2244569.876,0.001416,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:12:45.756+02:00@2244571.269,0.0066630000000000005,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,476160,207872,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:12:45.762+02:00@2244571.276,0.001684,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:12:45.762+02:00@2244571.276,0.001643,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:12:49.031+02:00@2244574.544,0.0062380000000000005,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,655360,209920,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:12:49.037+02:00@2244574.551,0.002004,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:12:49.037+02:00@2244574.551,0.001966,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
Young,PauseEvent,2023-07-19T10:12:52.882+02:00@2244578.395,0.00605,G1_EVACUATION_PAUSE,0.01,0.0,0.0,773120,206848,921600,921600,111847,111847,112576,112576
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:12:56.787+02:00@2244582.300,0.005548,G1_HUMONGOUS_ALLOCATION,0.01,0.01,0.01,761856,206848,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:12:56.792+02:00@2244582.305,0.001497,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:12:56.792+02:00@2244582.305,0.001462,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:00.339+02:00@2244585.852,0.005045,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.0,672768,207872,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:00.344+02:00@2244585.858,0.001373,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:00.344+02:00@2244585.858,0.001342,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:03.601+02:00@2244589.114,0.005529,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.0,628736,208896,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:03.607+02:00@2244589.120,0.0022389999999999997,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:03.607+02:00@2244589.120,0.0022170000000000002,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:06.741+02:00@2244592.254,0.005987,G1_HUMONGOUS_ALLOCATION,0.01,0.01,0.0,644096,208896,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:06.747+02:00@2244592.260,0.001619,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:06.747+02:00@2244592.260,0.001589,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:10.457+02:00@2244595.970,0.0066619999999999995,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.0,762880,207872,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:10.464+02:00@2244595.977,0.003499,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:10.464+02:00@2244595.977,0.003463,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
Young,PauseEvent,2023-07-19T10:13:14.995+02:00@2244600.508,0.006115000000000001,G1_EVACUATION_PAUSE,0.01,0.0,0.01,762880,207872,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T10:13:19.222+02:00@2244604.736,0.0053360000000000005,G1_EVACUATION_PAUSE,0.0,0.0,0.0,761856,207872,921600,921600,111847,111847,112576,112576
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:23.359+02:00@2244608.873,0.007131,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.0,772096,207872,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:23.367+02:00@2244608.880,0.001503,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:23.367+02:00@2244608.880,0.001467,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:26.433+02:00@2244611.946,0.005467,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,644096,208896,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:26.438+02:00@2244611.951,0.001278,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:26.438+02:00@2244611.951,0.00124,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:27.807+02:00@2244613.320,0.00518,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,433152,208896,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:27.812+02:00@2244613.325,0.0010969999999999999,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:27.812+02:00@2244613.325,0.001064,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:29.193+02:00@2244614.706,0.0052510000000000005,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,402432,207872,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:29.198+02:00@2244614.711,0.002039,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:29.198+02:00@2244614.711,0.001998,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:31.637+02:00@2244617.150,0.006552,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.0,612352,208896,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:31.644+02:00@2244617.157,0.001712,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:31.644+02:00@2244617.157,0.001682,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:34.907+02:00@2244620.420,0.006219000000000001,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,570368,208896,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:34.913+02:00@2244620.426,0.0017079999999999999,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:34.913+02:00@2244620.426,0.0016690000000000001,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:38.042+02:00@2244623.555,0.006723,G1_HUMONGOUS_ALLOCATION,0.01,0.01,0.01,648192,208896,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:38.049+02:00@2244623.562,0.001878,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:38.049+02:00@2244623.562,0.001832,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
Young,PauseEvent,2023-07-19T10:13:42.377+02:00@2244627.891,0.005546000000000001,G1_EVACUATION_PAUSE,0.01,0.0,0.0,779264,207872,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T10:13:46.586+02:00@2244632.099,0.005739,G1_EVACUATION_PAUSE,0.01,0.0,0.01,771072,207872,921600,921600,111847,111847,112576,112576
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:49.476+02:00@2244634.989,0.006293,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,625664,210944,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:49.482+02:00@2244634.995,0.001796,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:49.482+02:00@2244634.995,0.00176,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:50.957+02:00@2244636.471,0.005893,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.0,418816,207872,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:50.963+02:00@2244636.477,0.001469,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:50.963+02:00@2244636.477,0.0014290000000000001,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:52.885+02:00@2244638.398,0.006281,G1_HUMONGOUS_ALLOCATION,0.01,0.01,0.01,503808,207872,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:52.891+02:00@2244638.404,0.0015609999999999999,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:52.891+02:00@2244638.404,0.001521,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:56.708+02:00@2244642.221,0.005713,G1_HUMONGOUS_ALLOCATION,0.0,0.0,0.01,728064,207872,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:56.714+02:00@2244642.227,0.002157,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:56.714+02:00@2244642.227,0.0021160000000000003,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:13:59.071+02:00@2244644.584,0.005477,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.0,558080,207872,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:13:59.076+02:00@2244644.589,0.001681,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:13:59.076+02:00@2244644.589,0.001655,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
Young,PauseEvent,2023-07-19T10:14:03.320+02:00@2244648.833,0.0060999999999999995,G1_EVACUATION_PAUSE,0.01,0.0,0.0,766976,208896,921600,921600,111847,111847,112576,112576
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:14:05.449+02:00@2244650.962,0.005418999999999999,G1_HUMONGOUS_ALLOCATION,0.0,0.0,0.0,553984,208896,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:14:05.454+02:00@2244650.968,0.001469,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:14:05.454+02:00@2244650.968,0.001428,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:14:08.653+02:00@2244654.166,0.005721,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.01,617472,208896,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:14:08.659+02:00@2244654.172,0.00133,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
ConcurrentCleanupForNextMark,ConcurrentEvent,2023-07-19T10:14:08.659+02:00@2244654.172,0.001304,UNKNOWN_GCCAUSE,0,0,0,0,0,0,0,0,0,0,0
Young,PauseEvent,2023-07-19T10:14:12.744+02:00@2244658.258,0.004925,G1_EVACUATION_PAUSE,0.01,0.0,0.01,777216,207872,921600,921600,111847,111847,112576,112576
Young,PauseEvent,2023-07-19T10:14:15.993+02:00@2244661.506,0.00479,G1_EVACUATION_PAUSE,0.01,0.0,0.01,772096,208896,921600,921600,111847,111847,112576,112576
G1GCYoungInitialMark,PauseEvent,2023-07-19T10:14:16.829+02:00@2244662.343,0.005539,G1_HUMONGOUS_ALLOCATION,0.01,0.0,0.0,350208,208896,921600,921600,111847,111847,112576,112576
G1GCConcurrentUndoCycle,ConcurrentEvent,2023-07-19T10:14:16.835+02:00@2244662.348,0.002499,GCCAUSE_NOT_SET,0,0,0,0,0,0,0,0,0,0,0
